,150,200,250,300,350,400,450,500,550,600,650,700,750,800,850,900,950,1000,1050,1100,1150,1200,1250,1300,1350,1400,1450,1500,1550,1600,1650,1700,1750,1800,1850,1900,1950,2000,2050,2100,2150,2200,2250,2300,2350,2400,2450,2500,2550,2600,2650,2700,2750,2800,2850,2900,2950,3000,3050,3100,3150,3200,3250,3300,3350,3400,3450,3500,3550,3600,3650,3700,3750,3800,3850,3900,3950,4000,4050,4100,4150,4200,4250,4300,4350,4400,4450,4500,4550,4600,4650,4700,4750,4800,4850,4900,4950,5000,5050,5100,5150,5200,5250,5300,5350,5400,5450,5500,5550,5600,5650,5700,5750,5800,5850,5900,5950,6000,6050,6100,6150,6200,6250,6300,6350,6400,6450,6500,6550,6600,6650,6700,6750,6800,6850,6900,6950,7000,7050,7100,7150,7200,7250,7300,7350,7400,7450,7500,7550,7600,7650,7700,7750,7800,7850,7900,7950,8000
300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.546
450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.541125
500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52
550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.518375
600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.507
650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.507
700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5005
750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4875
800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.468
850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.469625
900,0,0,0,0,0,0,0,0,0,0,0,0,0,0.468
950,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000,0,0,0,0,0,0,0,0,0,0,0,0,0.4875
1050,0,0,0,0,0,0,0,0,0,0,0,0,0
1100,0,0,0,0,0,0,0,0,0,0,0,0.5005
1150,0,0,0,0,0,0,0,0,0,0,0,0
1200,0,0,0,0,0,0,0,0,0,0,0.507
1250,0,0,0,0,0,0,0,0,0,0,0
1300,0,0,0,0,0,0,0,0,0,0.507
1350,0,0,0,0,0,0,0,0,0,0
1400,0,0,0,0,0,0,0,0,0,0
1450,0,0,0,0,0,0,0,0,0.518375
1500,0,0,0,0,0,0,0,0,0
1550,0,0,0,0,0,0,0,0,0
1600,0,0,0,0,0,0,0,0.52
1650,0,0,0,0,0,0,0,0
1700,0,0,0,0,0,0,0,0
1750,0,0,0,0,0,0,0,0
1800,0,0,0,0,0,0,0,0
1850,0,0,0,0,0,0,0.541125
1900,0,0,0,0,0,0,0
1950,0,0,0,0,0,0,0
2000,0,0,0,0,0,0,0
2050,0,0,0,0,0,0,0
2100,0,0,0,0,0,0.546
2150,0,0,0,0,0,0
2200,0,0,0,0,0,0
2250,0,0,0,0,0,0
2300,0,0,0,0,0,0
2350,0,0,0,0,0,0
2400,0,0,0,0,0,0
2450,0,0,0,0,0,0
2500,0,0,0,0,0,0
2550,0,0,0,0,0,0
2600,0,0,0,0,0,0
2650,0,0,0,0,0,0
2700,0,0,0,0,0,0
2750,0,0,0,0,0,0
2800,0,0,0,0,0,0
2850,0,0,0,0,0,0
2900,0,0,0,0,0,0
2950,0,0,0,0,0,0
3000,0,0,0,0,0,0
3050,0,0,0,0,0,0
3100,0,0,0,0,0,0
3150,0,0,0,0,0,0
3200,0,0,0,0,0,0
3250,0,0,0,0,0,0
3300,0,0,0,0,0,0
3350,0,0,0,0,0,0
3400,0,0,0,0,0,0
3450,0,0,0,0,0,0
3500,0,0,0,0,0,0
3550,0,0,0,0,0,0
3600,0,0,0,0,0,0
3650,0,0,0,0,0,0
3700,0,0,0,0,0,0
3750,0,0,0,0,0,0
3800,0,0,0,0,0,0
3850,0,0,0,0,0,0
3900,0,0,0,0,0,0
3950,0,0,0,0,0,0
4000,0,0,0,0,0,0
4050,0,0,0,0,0,0
4100,0,0,0,0,0,0
4150,0,0,0,0,0,0
4200,0,0,0,0,0,0
4250,0,0,0,0,0,0
4300,0,0,0,0,0,0
4350,0,0,0,0,0,0
4400,0,0,0,0,0,0
4450,0,0,0,0,0,0
4500,0,0,0,0,0,0
4550,0,0,0,0,0,0
4600,0,0,0,0,0,0
4650,0,0,0,0,0,0
4700,0,0,0,0,0,0
4750,0,0,0,0,0,0
4800,0,0,0,0,0,0
4850,0,0,0,0,0,0
4900,0,0,0,0,0,0
4950,0,0,0,0,0,0
5000,0,0,0,0,0,0
5050,0,0,0,0,0,0
5100,0,0,0,0,0,0
5150,0,0,0,0,0,0
5200,0,0,0,0,0,0
5250,0,0,0,0,0,0
5300,0,0,0,0,0,0
5350,0,0,0,0,0,0
5400,0,0,0,0,0,0
5450,0,0,0,0,0,0
5500,0,0,0,0,0,0
5550,0,0,0,0,0,0
5600,0,0,0,0,0,0
5650,0,0,0,0,0,0
5700,0,0,0,0,0,0
5750,0,0,0,0,0,0
5800,0,0,0,0,0,0
5850,0,0,0,0,0,0
5900,0,0,0,0,0,0
5950,0,0,0,0,0,0
6000,0,0,0,0,0,0
6050,0,0,0,0,0,0
6100,0,0,0,0,0,0
6150,0,0,0,0,0,0
6200,0,0,0,0,0,0
6250,0,0,0,0,0,0
6300,0,0,0,0,0,0
6350,0,0,0,0,0,0
6400,0,0,0,0,0,0
6450,0,0,0,0,0,0
6500,0,0,0,0,0,0
6550,0,0,0,0,0,0
6600,0,0,0,0,0,0
6650,0,0,0,0,0,0
6700,0,0,0,0,0,0
6750,0,0,0,0,0,0
6800,0,0,0,0,0,0
6850,0,0,0,0,0,0
6900,0,0,0,0,0,0
6950,0,0,0,0,0,0
7000,0,0,0,0,0,0
7050,0,0,0,0,0,0
7100,0,0,0,0,0,0
7150,0,0,0,0,0,0
7200,0,0,0,0,0,0
7250,0,0,0,0,0,0
7300,0,0,0,0,0,0
7350,0,0,0,0,0,0
7400,0,0,0,0,0,0
7450,0,0,0,0,0,0
7500,0,0,0,0,0,0
7550,0,0,0,0,0,0
7600,0,0,0,0,0,0
7650,0,0,0,0,0,0
7700,0,0,0,0,0,0
7750,0,0,0,0,0,0
7800,0,0,0,0,0,0
7850,0,0,0,0,0,0
7900,0,0,0,0,0,0
7950,0,0,0,0,0,0
8000,0,0,0,0,0,0
